size,total_net_assets,net_annual_expenses,morningstar_rating,inception_date,portfolio_bonds,sectors_basic_materials,sectors_consumer_cyclical,sectors_financial_services,sectors_real_estate,sectors_consumer_defensive,sectors_healthcare,sectors_utilities,sectors_communication_services,sectors_energy,sectors_industrials,sectors_technology,price_earning,returns_2017,returns_2016,alpha,beta
Large,38060000,1.11,0,16/10/2016,0,6.86,11.84,17.68,5.35,13.73,12.16,7.88,6.35,3.74,12.99,1.44,13.69,0,0,0,0
Medium,12970000,1.61,2,6/1/2003,0,8.54,16.51,25.25,3.97,2.6,4.77,2.25,0,10.42,14.96,10.73,14.45,13.31,5.32,-8.58,1.01
Large,2290000000,0.77,3,3/4/2017,0,2.05,20.2,9.68,0.61,5.18,11.36,0,2.49,1.14,7.94,39.35,22.58,0,0,0.56,1.15
Large,2290000000,0.76,4,2/10/2008,0,2.05,20.2,9.68,0.61,5.18,11.36,0,2.49,1.14,7.94,39.35,22.58,30.01,2.53,0.64,1.16
Large,275370000,1.32,3,24/03/2011,39.09,5.63,11.78,18.89,2.27,8.53,11.95,2.27,3.26,7.91,11.2,16.33,14.83,13.47,7.13,-2.3,1.02
Medium,4630000000,0.76,3,10/6/2001,99.95,0,0,0,0,0,0,0,0,0,0,0,0,5.27,-0.09,-0.31,0.98
Medium,4630000000,1.55,2,10/6/2001,99.95,0,0,0,0,0,0,0,0,0,0,0,0,4.45,-0.87,-1.08,0.98
Medium,4630000000,0.53,4,18/08/2002,99.95,0,0,0,0,0,0,0,0,0,0,0,0,5.62,0.14,-0.06,0.99
Small,77260000,1.24,5,16/10/2003,0,7.95,14.31,16.37,6.63,3.33,11.91,2.17,1.23,3.37,17.13,15.6,18.65,11.77,24.43,2.38,0.95
Medium,2560000000,1.33,2,18/12/2001,99.63,0,0,0,0,0,0,0,0,0,0,0,0,3.62,-0.72,-1.1,0.82
Medium,2230000,1.46,0,25/08/2015,0,3.9,29.95,12.76,0,11.28,6.63,4.18,0,1.3,20.88,9.12,17.01,29.15,10.92,0,0
Medium,1250000000,1.17,2,18/09/2012,0,0,0,0,0,0,0,3.82,0,91.94,4.24,0,20.17,-6.77,42.08,-20.55,1.56
Medium,2230000,1.48,0,25/08/2015,0,3.9,29.95,12.76,0,11.28,6.63,4.18,0,1.3,20.88,9.12,17.01,29.15,10.99,0,0
Small,26630000,2.23,0,30/03/2016,0,5.71,16.2,16.01,4.01,3.17,13.83,5.37,0,0,16.68,19.02,17.67,7.67,0,0,0
Large,740070000,0.52,2,30/12/2014,20.89,6.35,12.82,17.99,2.22,8.24,10.03,3.12,3.44,6.88,10.21,18.7,15.36,4.07,1.09,-0.64,0.19
Others,25590000,0.65,3,12/4/2005,85.18,0,0,0,0,0,0,0,0,0,0,0,0,1.23,-0.2,-0.71,0.24
Medium,4760000000,1.24,3,8/11/1994,99.96,0,0,0,0,0,0,0,0,0,0,0,0,4.91,-0.45,-0.62,0.88
Large,2290000000,0.89,3,31/10/1982,0,2.05,20.2,9.68,0.61,5.18,11.36,0,2.49,1.14,7.94,39.35,22.58,29.88,2.37,0.49,1.15
Medium,4760000000,0.56,4,11/9/2000,99.96,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0.25,0.03,0.88
Large,2290000000,0.94,3,24/09/2009,0,2.05,20.2,9.68,0.61,5.18,11.36,0,2.49,1.14,7.94,39.35,22.58,29.74,2.34,0.42,1.16
Medium,4760000000,0.55,4,3/4/1995,99.96,0,0,0,0,0,0,0,0,0,0,0,0,5.54,0.26,0.03,0.88
Large,196370000,0.57,2,16/11/2003,50.93,2.92,9.97,13.29,4.78,19.91,15.77,8.8,4.67,4.33,8.13,7.43,15.41,8.45,6.6,-0.31,0.55
Large,2890000000,0.92,3,30/12/2014,55.53,0,0,0,0,0,0,0,0,0,0,0,14.68,13.25,9.8,-1.85,0.85
Large,469160,0,0,28/12/2017,14.77,4.56,13.87,18.99,4.68,5.84,9.49,2.33,1.97,4.86,11.46,21.96,15.92,0,0,0,0
Large,271840000,1.46,1,18/06/2000,0,0.42,0,0,0,0,0,0,0.28,0,0,99.3,18.26,56.74,42.21,12.9,1.77
Large,271840000,2.46,1,18/06/2000,0,0.42,0,0,0,0,0,0,0.28,0,0,99.3,18.26,55.19,40.82,11.9,1.77
Large,110000000,0.65,3,30/10/2014,0.43,7.2,11.39,23.47,5.21,7.17,4.81,2.09,2.41,5.84,10.2,20.21,11.22,33.51,10.26,1.51,1
Medium,1250000000,1.1,2,3/1/2016,0,0,0,0,0,0,0,3.82,0,91.94,4.24,0,20.17,-6.7,0,-20.52,1.56
Medium,518050000,1.41,3,30/03/2010,17.76,6.84,19.81,10.63,4.2,4.34,9.48,1.96,4.6,2,15.1,21.04,15.92,5.26,4.03,-1.21,0.42
Large,196370000,1.32,1,24/03/2011,50.93,2.92,9.97,13.29,4.78,19.91,15.77,8.8,4.67,4.33,8.13,7.43,15.41,7.64,5.82,-1.07,0.56
Large,196370000,0.82,2,16/11/2003,50.93,2.92,9.97,13.29,4.78,19.91,15.77,8.8,4.67,4.33,8.13,7.43,15.41,8.3,6.24,-0.56,0.56
Small,117050000,0.82,3,24/06/2013,88.98,0,0,0,0,0,0,0,0,0,0,100,0,13.72,13.09,2.68,1.37
Small,117050000,0.75,3,29/12/2014,88.98,0,0,0,0,0,0,0,0,0,0,100,0,13.79,13.19,2.79,1.35
Small,117050000,1.03,3,24/06/2013,88.98,0,0,0,0,0,0,0,0,0,0,100,0,13.57,12.71,2.44,1.35
Others,77480000,0.48,2,29/10/2015,99.42,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,-1.51,1.07
Large,6410000000,0.32,3,14/05/2006,17.36,5.38,13.01,20.47,6.39,6.36,9.54,2.07,2.43,5.4,11.12,17.84,15.84,21.56,6.53,-1.81,1.48
Large,6410000000,0.97,2,14/05/2006,17.36,5.38,13.01,20.47,6.39,6.36,9.54,2.07,2.43,5.4,11.12,17.84,15.84,20.81,5.82,-2.44,1.48
Medium,559930000,0.8,4,30/11/1993,97.96,0,0,0,0,0,0,0,0,0,0,0,0,5.83,0.14,0.43,0.9
Large,6410000000,0.09,4,14/05/2006,17.36,5.38,13.01,20.47,6.39,6.36,9.54,2.07,2.43,5.4,11.12,17.84,15.84,21.83,6.79,-1.57,1.49
Large,6410000000,0.5,3,8/9/2016,17.36,5.38,13.01,20.47,6.39,6.36,9.54,2.07,2.43,5.4,11.12,17.84,15.84,21.35,0,-1.9,1.49
Large,6410000000,0.25,4,8/9/2016,17.36,5.38,13.01,20.47,6.39,6.36,9.54,2.07,2.43,5.4,11.12,17.84,15.84,21.71,0,-1.67,1.49
Large,6410000000,0.22,3,14/05/2006,17.36,5.38,13.01,20.47,6.39,6.36,9.54,2.07,2.43,5.4,11.12,17.84,15.84,21.74,6.61,-1.69,1.49
Large,6410000000,0,3,2/11/2014,17.36,5.38,13.01,20.47,6.39,6.36,9.54,2.07,2.43,5.4,11.12,17.84,15.84,21.95,6.88,-1.49,1.49
Large,6410000000,0.62,3,2/11/2008,17.36,5.38,13.01,20.47,6.39,6.36,9.54,2.07,2.43,5.4,11.12,17.84,15.84,21.12,6.25,-2.11,1.49
Medium,518050000,1.14,4,29/04/2015,17.76,6.84,19.81,10.63,4.2,4.34,9.48,1.96,4.6,2,15.1,21.04,15.92,5.52,4.31,-0.98,0.43
Small,564920000,1.28,3,29/11/2000,0,12.4,10.94,30.92,3.58,0.76,3.19,0,2.86,5.56,19.5,10.29,14.12,13.85,32.79,1.94,1.04
Small,564920000,2.03,2,29/11/2000,0,12.4,10.94,30.92,3.58,0.76,3.19,0,2.86,5.56,19.5,10.29,14.12,13.01,31.81,1.17,1.04
Small,564920000,1.08,3,29/07/2010,0,12.4,10.94,30.92,3.58,0.76,3.19,0,2.86,5.56,19.5,10.29,14.12,14.05,33.05,2.15,1.04
Medium,2910000000,1.8,4,29/11/2001,0,5.9,6.18,16.92,12.12,3.49,13.18,9.44,0,10.56,10.23,11.98,17.88,10.81,19.28,-3.16,1
Small,383280000,1.36,2,10/2/2002,0,5.26,14.66,27.47,9.54,4.39,4.75,2.85,0.56,5.77,13.33,11.42,13.21,7.33,20.26,-2.48,0.93
Large,1180000000,1.23,4,1/1/2008,0,0,32.11,33.12,0,12.36,16.19,0,2.82,0,0,3.4,13.02,24.97,3.32,-3.8,1.02
Small,564920000,0.83,5,27/06/2013,0,12.4,10.94,30.92,3.58,0.76,3.19,0,2.86,5.56,19.5,10.29,14.12,14.32,33.36,2.36,1.04
Medium,2460000000,0.72,3,6/2/2017,0,4.76,13.43,31.57,2.76,0,16.18,0,0,2.06,22.6,6.64,12.96,0,0,-5.79,1.32
Medium,2910000000,1.04,4,29/11/2001,0,5.9,6.18,16.92,12.12,3.49,13.18,9.44,0,10.56,10.23,11.98,17.88,11.68,20.16,-2.38,1
Medium,2910000000,0.8,4,31/07/2014,0,5.9,6.18,16.92,12.12,3.49,13.18,9.44,0,10.56,10.23,11.98,17.88,11.98,20.53,-2.17,1.01
Medium,1020000000,0.06,3,27/02/2013,0,5.75,14.23,15.51,9.71,3.37,10.18,2.89,1.29,4.54,14.01,18.52,17.67,18.26,16.77,-0.94,1.03
Small,700380000,0.89,1,30/12/2014,0,4.21,14.72,17.49,3.36,4.62,15.03,2.06,0.48,3.78,15.44,18.83,16.89,9.86,14.32,-3.68,1.01
Large,173240000,0.95,4,19/05/2003,0,5.9,11.53,19.47,0.93,8.23,12.49,3.9,3.47,6.14,10.45,17.49,12.55,24.12,8.02,4.69,0.76
Large,3470000,1.14,4,18/12/2014,2.02,5.98,16,12.65,3.02,7.6,8.65,3.62,2.82,3.69,10.56,25.42,15.32,10.73,0.6,-1.14,0.68
Large,1090000000,0.33,3,16/09/2003,0,1.21,13.11,17.9,1.1,9.96,15.8,0.28,2.99,5.08,8.18,24.38,14.96,20.09,13.03,-0.7,0.99
Medium,1310000000,0.57,5,5/8/1990,96.65,0,0,0,0,0,0,0,0,0,0,0,0,3.01,-0.39,-0.62,0.7
Others,20920000,0.8,3,20/03/2005,96.32,0,0,0,0,0,0,0,0,0,0,0,0,4.16,-0.09,-0.75,0.91
Medium,7120000000,0.49,5,8/1/1989,96.84,0,0,0,0,0,0,0,0,0,0,0,0,3.01,-0.34,-0.73,0.71
Large,64490000,0.95,3,30/04/2006,0,2.96,9.34,14.74,2.61,7.41,13.6,2.43,3.7,3.28,16.18,23.77,16.87,23.88,7.81,-0.02,0.94
Large,64490000,1.14,2,30/04/2006,0,2.96,9.34,14.74,2.61,7.41,13.6,2.43,3.7,3.28,16.18,23.77,16.87,23.72,6.94,-0.48,0.94
Large,130000000,1.46,3,14/12/1995,0.1,6.95,12.18,31.92,1.42,4.98,3.91,0.87,2.34,6.52,5.79,23.12,12.14,32.96,10.42,0.5,1.05
Large,24450000,1.5,1,31/10/1991,0,3.7,17.12,18.9,1.22,12.01,8.22,1.71,1.1,5.51,16.56,13.94,15.23,24.02,-6.66,-1.58,0.84
Large,508360000,0.8,4,1/6/1987,95.51,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.69,-0.07,0.32
Others,76690000,0.46,5,30/12/2014,89.84,0,0,0,0,0,0,0,0,100,0,0,0,3.07,4.25,1.61,0.04
Large,166830000,1.29,2,30/04/2006,0,2.22,18.31,16.1,1.87,12.62,13.97,0,2.35,2.84,11.85,17.86,18.74,33.67,-5.5,0.81,1
Large,166830000,1.44,2,30/04/2006,0,2.22,18.31,16.1,1.87,12.62,13.97,0,2.35,2.84,11.85,17.86,18.74,33.46,-6.09,0.37,1
Large,3320000000,0.59,4,16/01/1989,62.8,0,0,100,0,0,0,0,0,0,0,0,0,3.82,4.15,0.44,1.01
Large,1350000000,0.89,3,20/12/2005,0,3.27,11.91,25.82,4.49,10.34,7,0,4.07,5.87,14.77,12.46,14.88,28.69,-5.48,-1.14,0.85
Large,120480000,1,3,1/9/1982,0,4.33,13.13,11.73,0,4.3,11.01,0.56,0.86,1.3,13.22,39.56,18.99,27.83,4.36,1.08,0.96
Large,3210000000,1.11,2,21/06/1992,0,6.6,14.37,21.66,0.42,11.39,6.84,1.19,6.35,5.67,10.3,15.22,15.5,26.28,-1.52,0.81,0.83
Medium,211790000,1.35,2,12/12/1994,98.66,0,0,0,0,0,0,0,0,0,0,0,0,4.9,-0.65,-0.73,0.9
Others,121620000,0.45,1,29/10/2015,97.9,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,-0.54,0.84
Medium,1830000000,0.56,4,8/1/1989,97.18,0,0,0,0,0,0,0,0,0,0,0,0,3.04,-0.12,-0.6,0.73
Large,178690000,1.58,1,27/04/2006,0.72,4.56,16.93,20.92,1.59,9.69,11.95,1.28,1.94,12.33,7.11,11.71,10.98,12.5,20.01,-8.93,1.02
Large,178690000,2.33,1,27/04/2006,0.72,4.56,16.93,20.92,1.59,9.69,11.95,1.28,1.94,12.33,7.11,11.71,10.98,11.7,19.07,-9.7,1.02
Large,178690000,1.33,1,27/04/2006,0.72,4.56,16.93,20.92,1.59,9.69,11.95,1.28,1.94,12.33,7.11,11.71,10.98,12.79,20.26,-8.71,1.02
Large,1540000000,0.45,3,30/04/2006,0,2.69,11.78,16.99,2.25,7.86,13.97,2.87,3.31,5.76,10.69,21.82,16.96,21.21,11.21,-0.62,1
Large,1540000000,0.64,3,30/04/2006,0,2.69,11.78,16.99,2.25,7.86,13.97,2.87,3.31,5.76,10.69,21.82,16.96,21.02,10.42,-1.05,1
Others,1830000,1.77,0,11/9/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44,-26.6,-5.89,0.85
Others,1830000,2.77,0,11/9/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42,-27.32,-6.93,0.84
Medium,594670000,0.6,4,3/1/2001,99.99,0,0,0,0,0,0,0,0,0,0,0,0,4.2,-0.51,-0.54,0.88
Small,559410000,0.53,3,30/04/2006,0,5.66,12.09,17.48,7.17,3.19,15.55,3.27,0.95,3.01,14.22,17.41,17.45,14.09,20.36,-0.76,1.05
Small,559410000,0.66,3,30/04/2006,0,5.66,12.09,17.48,7.17,3.19,15.55,3.27,0.95,3.01,14.22,17.41,17.45,14,19.65,-1.09,1.05
Large,21750000,0.57,3,16/11/2003,54.19,2.72,9.56,11.73,5,20.2,15.86,8.4,4.66,5.67,7.46,8.74,15.98,2.8,2.56,0.35,0.29
Medium,220210000,0.66,2,11/12/1988,72.9,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.88,-0.42,0.24
Large,137670000,0.67,2,15/03/2006,0,7.94,11.44,29.2,0.58,3.94,3.06,1.6,8.81,16.24,3.93,13.25,14.25,23.32,8.61,-0.59,0.97
Large,137670000,0,1,12/12/2017,0,7.94,11.44,29.2,0.58,3.94,3.06,1.6,8.81,16.24,3.93,13.25,14.25,0,0,-1.54,0.97
Large,137670000,0,1,12/12/2017,0,7.94,11.44,29.2,0.58,3.94,3.06,1.6,8.81,16.24,3.93,13.25,14.25,0,0,-0.9,0.97
Medium,20680000,0.8,5,28/09/1988,94.28,0,0,0,0,0,0,0,0,0,0,0,0,7.68,0.64,1.56,0.97
Large,137670000,1.01,1,27/02/2006,0,7.94,11.44,29.2,0.58,3.94,3.06,1.6,8.81,16.24,3.93,13.25,14.25,22.98,8.23,-0.92,0.97
Small,39720000,1.64,2,29/11/2010,0,4.12,11.46,37.82,0,5.81,3.76,0,0,7.96,16.61,12.47,11.39,6.3,20.76,-6.97,1.16
Small,39720000,2.39,1,29/11/2010,0,4.12,11.46,37.82,0,5.81,3.76,0,0,7.96,16.61,12.47,11.39,5.51,19.8,-7.72,1.16
Small,39720000,1.39,2,29/11/2010,0,4.12,11.46,37.82,0,5.81,3.76,0,0,7.96,16.61,12.47,11.39,6.58,21.04,-6.74,1.16
Medium,364810000,0.58,4,17/06/2001,100,0,0,0,0,0,0,0,0,0,0,0,0,4.94,0.48,-0.15,0.94
Large,7970000000,0.12,4,1/4/1991,0,2.99,12.35,16.38,3.15,6.61,13.16,2.8,2.89,6.09,10.76,22.82,17.25,21.68,11.53,-0.41,1
Others,202650000,0.45,2,29/10/2015,99.4,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,-1.12,0.93
Medium,93970000,1.48,2,8/1/1998,0.61,0,0,0,94.62,0,0,0,0.96,4.42,0,0,37.17,6.79,5.66,-1.9,0.69
Medium,620020000,1.38,3,9/7/2014,0,0,0,0,0.31,0,0,1.83,0,93.74,4.13,0,16.16,0.2,17.88,-17.08,1.39
Medium,171580000,1.05,3,30/12/2008,83.81,0,0,1.74,23.36,0,0,0,8.57,66.33,0,0,16.72,7.51,4.99,1.89,1.18
Others,85690000,0.91,4,28/02/2008,99.83,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0.64,0.11,0.95
Medium,3780000,1.15,1,7/7/2013,54.31,0,0,2.77,29.69,3.72,0,7.29,5.13,51.4,0,0,17.68,8.41,8.4,-2.14,0.72
Large,101140000,1.47,2,31/07/2002,0,2.44,9.25,18.45,3.91,6.36,13.47,1.79,3.21,6.69,11.09,23.34,16.35,20.22,8.49,-3.19,0.98
Large,105140000,0.57,3,16/11/2003,49.1,5.4,11.55,18.29,2.5,8.72,12.24,2.44,3.28,8.18,11.02,16.38,14.95,11.76,7.52,-1.27,0.83
Large,5940000000,1.11,2,5/11/1992,0,7.11,9.33,22.45,0.7,14.72,7.51,5.29,5.71,6.45,9.72,11.02,16.69,19.12,15.03,-0.96,0.87
Others,2480000,1.77,0,30/04/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.24,-10.07,-7.34,-1.1
Others,2480000,2.77,0,30/04/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.96,-10.87,-8.25,-1.1
Large,180000000,1.21,2,23/02/2000,0,5.16,7.87,20.15,0,4.38,17.72,0,2.72,8.41,12.63,20.96,17.26,20.01,11.87,-2.36,1.02
Large,5940000000,0.84,2,6/2/1996,0,7.11,9.33,22.45,0.7,14.72,7.51,5.29,5.71,6.45,9.72,11.02,16.69,19.45,15.37,-0.7,0.88
Medium,72000,1.3,2,15/05/1995,99.97,0,0,0,0,0,0,0,0,0,0,0,0,3.52,-0.43,-1.05,0.81
Small,190000000,1.24,5,10/12/2015,81.04,0,0,0,0,0,0,0,0,0,0,0,0,4.52,0,3.88,-0.02
Small,190000000,1.99,5,10/12/2015,81.04,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,3.12,-0.01
Small,69930000,2.24,5,30/10/2013,0,20.16,1.96,22.1,0,4.59,7.79,0,0,8.91,5.24,29.25,19.12,1.59,4.14,2.94,0.11
Small,69930000,1.99,5,30/10/2013,0,20.16,1.96,22.1,0,4.59,7.79,0,0,8.91,5.24,29.25,19.12,1.76,4.3,3.15,0.12
Medium,193170000,1.29,2,4/4/1994,99.99,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0.69,-0.39,0.76
Others,171040000,0.48,1,29/10/2015,99.66,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,-1.09,0.96
Large,88250000,0.44,2,14/11/1996,56.06,4.97,11.88,21.52,3.73,6.68,11.71,2.83,2.31,5.15,12.28,16.93,15.82,10.93,3.8,-1.59,0.78
Small,136330000,2.13,5,30/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09,5.1,-0.13,0.21
Small,136330000,1.88,5,30/10/2013,0.05,0,0,0,0,0,0,0,0,0,0,0,37.84,-2.12,5.3,-0.02,0.21
Large,88250000,0.69,2,28/12/2000,56.06,4.97,11.88,21.52,3.73,6.68,11.71,2.83,2.31,5.15,12.28,16.93,15.82,10.63,3.53,-1.85,0.78
Large,88250000,1.44,1,28/12/2000,56.06,4.97,11.88,21.52,3.73,6.68,11.71,2.83,2.31,5.15,12.28,16.93,15.82,9.8,2.75,-2.6,0.78
Large,6270000000,1.28,4,27/07/1969,0,3.19,19.31,12.89,1.36,0.74,13.84,0,1.69,1.16,8.25,37.57,23,31.03,-0.18,0.61,1.08
Medium,88110000,2.51,5,1/11/2009,0,1.08,10.32,8.45,3.52,4.66,21.09,0,1.27,1.82,15.99,31.8,24.05,16.9,-0.26,-1.09,0.66
Large,62070000,1.35,2,3/12/2000,0,0.8,17.58,9.33,1.67,3.14,14.9,0,0.64,0.66,12.17,39.1,21.49,27.44,1.99,-0.31,0.99
Large,510090000,1.24,5,1/6/2000,0,0,36.38,12.52,0,5.11,6.71,0,0,0,3.92,35.37,34.22,35.85,-3.64,3.54,1.19
Large,510090000,1.99,4,1/6/2000,0,0,36.38,12.52,0,5.11,6.71,0,0,0,3.92,35.37,34.22,34.79,-4.38,2.8,1.19
Large,510090000,1.99,4,1/6/2000,0,0,36.38,12.52,0,5.11,6.71,0,0,0,3.92,35.37,34.22,34.83,-4.39,2.78,1.19
Large,181150000,0.36,4,19/04/1992,0,2.61,12.31,16.71,1.94,7.13,13.71,2.58,2.91,6.05,10.67,23.38,17,21.54,11.92,-0.25,1
Small,190000000,0.84,5,2/12/2012,81.04,0,0,0,0,0,0,0,0,0,0,0,0,4.93,7.75,4.24,-0.02
Small,190000000,1.09,5,10/12/2015,81.04,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,4.03,-0.03
Small,190000000,1.12,5,29/05/2014,81.04,0,0,0,0,0,0,0,0,0,0,0,0,4.67,7.45,3.94,-0.02
Small,190000000,0.93,5,10/12/2015,81.04,0,0,0,0,0,0,0,0,0,0,0,0,4.78,0,4.17,-0.02
Large,510090000,0.99,5,1/6/2000,0,0,36.38,12.52,0,5.11,6.71,0,0,0,3.92,35.37,34.22,36.21,-3.47,3.78,1.19
Large,1530000000,1.11,3,5/8/2001,0,4.89,18.35,17.99,1.54,5.19,14.76,0,0.87,0.18,9.68,26.55,22.62,28.08,-0.84,-0.88,1.02
Large,93670000,0.38,2,14/11/1996,32.27,7.59,12.55,22.65,3,8.83,9.32,2.4,2.83,5.18,14.16,11.49,15.53,16.87,-1.36,-3.54,1.06
Large,430000000,0.7,4,28/08/1990,86.51,0,0,0,0,0,0,0,0,0,0,0,12.42,8.59,15.99,3.88,0.38
Large,1220000000,0.58,3,25/09/1997,0,2.69,11.78,16.98,2.26,7.87,13.97,2.87,3.31,5.76,10.69,21.83,16.96,21.13,11.31,-0.54,1
Large,1220000000,1.31,3,25/09/1997,0,2.69,11.78,16.98,2.26,7.87,13.97,2.87,3.31,5.76,10.69,21.83,16.96,20.28,10.53,-1.3,1
Large,1220000000,0.33,4,25/09/1997,0,2.69,11.78,16.98,2.26,7.87,13.97,2.87,3.31,5.76,10.69,21.83,16.96,21.45,11.57,-0.32,1
Large,87360000,0.65,3,27/06/2002,0,2.68,12.03,16.53,2.23,7.11,13.85,2.79,3,6.27,10.39,23.12,17.1,21.06,11.2,-0.63,1
Large,4340000000,0.06,4,17/12/2013,0,2.68,12.09,16.89,2.24,7.44,14.04,2.91,3.12,6.24,10.36,21.98,16.85,21.73,11.86,-0.03,1
Large,1220000000,0.26,4,3/4/2017,0,2.69,11.78,16.98,2.26,7.87,13.97,2.87,3.31,5.76,10.69,21.83,16.96,0,0,-0.31,1
Medium,12970000,1.99,2,27/06/2002,0,8.54,16.51,25.25,3.97,2.6,4.77,2.25,0,10.42,14.96,10.73,14.45,12.93,4.84,-8.96,1.01
Medium,12970000,2.61,2,27/06/2002,0,8.54,16.51,25.25,3.97,2.6,4.77,2.25,0,10.42,14.96,10.73,14.45,12.25,4.25,-9.57,1.01
Medium,126070000,0.58,4,19/04/1992,0,6.39,13.75,17,8.77,3.69,8.07,4.69,0.49,5.54,16.61,15,17.27,15.7,21.08,-0.22,0.95
Large,217050000,1.54,2,3/10/2004,0,1.88,10.39,17.74,1.62,13.33,10.67,12.29,8.48,6.07,5.46,12.07,15.91,17.34,8.17,-2.48,0.86
Others,4890000,1.85,0,8/1/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.42,-51.22,-12.41,0.98
Others,4890000,2.85,0,8/1/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.25,-51.74,-13.44,0.97
Large,1780000000,1.14,2,11/4/2004,0,4.7,11.06,22.14,1.29,8.24,13.35,3.23,0.72,10.72,12.23,12.33,16.04,15.58,6.68,-5.6,0.92
Medium,923350000,1.21,4,11/4/2004,0,5.91,18.39,25.91,14.73,4.18,4.97,6.72,1.26,6.58,8.59,2.75,11.14,12.33,21.08,-3.77,0.95
Small,234840000,1.05,3,31/01/2010,0,7.98,12.39,32.44,9.17,2.09,5.51,5.52,0.81,4.17,11.61,8.31,13.21,8.63,23.73,0.03,0.9
Small,234840000,0.8,4,1/1/1997,0,7.98,12.39,32.44,9.17,2.09,5.51,5.52,0.81,4.17,11.61,8.31,13.21,8.89,24.08,0.26,0.89
Small,234840000,1.8,3,31/01/2010,0,7.98,12.39,32.44,9.17,2.09,5.51,5.52,0.81,4.17,11.61,8.31,13.21,7.82,22.75,-0.69,0.89
Small,234840000,1.29,3,31/01/2010,0,7.98,12.39,32.44,9.17,2.09,5.51,5.52,0.81,4.17,11.61,8.31,13.21,8.43,23.34,-0.16,0.88
Large,12720000,1.74,1,27/03/2013,20.17,0,0,0,0,0,0,0,0,0,0,0,16.92,5.93,-21.94,-5.17,0.76
Large,12720000,2.49,1,27/03/2013,20.17,0,0,0,0,0,0,0,0,0,0,0,16.92,4.93,-22.43,-5.93,0.75
Large,12720000,1.49,1,1/1/2013,20.17,0,0,0,0,0,0,0,0,0,0,0,16.92,6.02,-21.58,-4.94,0.76
Small,383280000,0.89,2,29/10/2015,0,5.26,14.66,27.47,9.54,4.39,4.75,2.85,0.56,5.77,13.33,11.42,13.21,7.87,0,-2.02,0.93
Medium,923350000,0.95,4,28/11/2005,0,5.91,18.39,25.91,14.73,4.18,4.97,6.72,1.26,6.58,8.59,2.75,11.14,12.64,21.39,-3.51,0.95
Small,535480000,1.4,2,26/02/2012,0.36,3.1,6.15,9.32,1.72,5.6,14.38,0,2.03,2.11,18.17,37.43,29.32,19.07,9.65,1.02,1.02
Small,535480000,2.14,2,26/02/2012,0.36,3.1,6.15,9.32,1.72,5.6,14.38,0,2.03,2.11,18.17,37.43,29.32,18.19,8.8,0.23,1.02
Small,383850000,1.36,2,5/8/2001,0,2.82,13.85,6.49,1.94,3.63,20.58,0,0.57,1.82,21.33,26.97,22.26,18.06,8.53,-1.52,1.02
Small,535480000,1.14,3,26/02/2012,0.36,3.1,6.15,9.32,1.72,5.6,14.38,0,2.03,2.11,18.17,37.43,29.32,19.4,9.97,1.26,1.02
Large,181150000,0.86,3,15/10/2003,0,2.61,12.31,16.71,1.94,7.13,13.71,2.58,2.91,6.05,10.67,23.38,17,20.93,11.35,-0.75,1
Medium,21850000,0,0,28/12/2017,0,0,20.59,11.5,0,0,14.11,0,1.12,4.1,4.19,44.39,22.94,0,0,0,0
Large,5920000,1.95,1,3/1/1999,80.17,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.16,-1.55,0.49
Large,77080000,0.9,2,30/12/2012,97.98,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0.79,-0.12,0.06
Medium,406490000,0.9,4,17/06/2001,100,0,0,0,0,0,0,0,0,0,0,0,0,4.63,-0.26,-0.64,0.94
Medium,406490000,1.65,2,17/06/2001,100,0,0,0,0,0,0,0,0,0,0,0,0,3.87,-1,-1.36,0.94
Others,263000,0.45,2,1/7/2009,99.96,0,0,0,0,0,0,0,0,0,0,0,0,0.42,2.54,-0.35,0.32
Medium,210000000,0.59,4,4/12/1978,93.28,0,0,0,0,0,0,0,0,0,0,0,15.29,3.83,4.77,0.98,0.89
Medium,773850000,0.47,3,12/9/2004,97.48,0,0,0,0,0,0,0,0,0,0,0,0,2.85,2.9,-0.24,0.98
